id_play,game_id,game_play_number,drive_id,half,period,clock_minutes,clock_seconds,time_secs_rem,pos_team,pos_team_id,def_pos_team,def_pos_team_id,play_type,play_text,pass,pass_attempt,completion,rush,yards_gained,down,distance,yards_to_goal,epa,def_epa,wpa,ep_before,ep_after,wp_before,wp_after,sack,int,penalty_detail,yds_penalty,firstd_by_penalty,firstd_by_yards,success,turnover,turnover_downs,score_pts,scoring_play,defense_score_play,change_of_poss,off_timeout,off_timeouts_rem_before,def_timeout,def_timeouts_rem_before
271620,401673462,10,37084,1,1,10,16,1516,Army,13,Tulane,249,Rush,Noah Short run for 17 yds to the ARMY 45 for a 1ST down,0,0,0,1,17,1,10,72,1.44145474,-1.44145474,0.0506254,1.258325344,2.699780084,0.5434207,0.5940461,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271621,401673462,11,37084,1,1,9,32,1472,Army,13,Tulane,249,Rush,Kanye Udoh run for 5 yds to the 50 yard line,0,0,0,1,5,1,10,55,0.04412679,-0.04412679,-0.0010991,2.699780084,2.743906874,0.5940461,0.592947,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,3
271622,401673462,12,37084,1,1,9,3,1443,Army,13,Tulane,249,Rush,Kanye Udoh run for 6 yds to the TULN 44 for a 1ST down,0,0,0,1,6,2,5,50,0.730925709,-0.730925709,0.024795,2.743906874,3.474832583,0.592947,0.617742,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271623,401673462,13,37084,1,1,8,24,1404,Army,13,Tulane,249,Rush,Noah Short run for 3 yds to the TULN 41,0,0,0,1,3,1,10,44,-0.305444438,0.305444438,-0.0114853,3.474832583,3.169388145,0.617742,0.6062567,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
271624,401673462,14,37084,1,1,7,42,1362,Army,13,Tulane,249,Rush,Bryson Daily run for 1 yd to the TULN 40,0,0,0,1,1,2,7,41,-0.814923069,0.814923069,-0.0296224,3.169388145,2.354465075,0.6062567,0.5766344,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271625,401673462,14,37084,1,1,7,11,1331,Army,13,Tulane,249,Penalty,"PENALTY TUL Offside (Petersen,Parker) 5 yards from TUL40 to TUL35. NO PLAY.",0,0,0,0,5,3,6,40,0.019838898,-0.019838898,0.0527038,2.354465075,2.374303973,0.5766344,0.6293382,0,0,Offside,5,0,0,0,0,0,0,0,0,0,0,3,0,3
271626,401673462,15,37084,1,1,6,54,1314,Army,13,Tulane,249,Rush,Kanye Udoh run for no gain to the TULN 35,0,0,0,1,0,3,1,35,-2.146041258,2.146041258,-0.0790434,3.744446777,1.598405519,0.6293382,0.5502947,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271627,401673462,16,37084,1,1,6,22,1282,Army,13,Tulane,249,Rush,Bryson Daily run for 4 yds to the TULN 31 for a 1ST down,0,0,0,1,4,4,1,35,2.611357721,-2.611357721,0.1000526,1.598405519,4.209763241,0.5502947,0.6503474,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271628,401673462,17,37084,1,1,5,38,1238,Army,13,Tulane,249,Rush,"Bryson Daily run for 11 yds to the TULN 20 for a 1ST down Tulane Penalty, Face Mask (10 yards) (Sam Howard) to the TULN 10 for a 1ST down",0,0,0,1,21,1,10,31,0.723792096,-0.723792096,0.0256137,4.209763241,4.933555337,0.6503474,0.675961,0,0,Face Mask,10,0,1,1,0,0,0,0,0,0,0,3,0,3
271629,401673462,18,37084,1,1,5,9,1209,Army,13,Tulane,249,Rush,Bryson Daily run for 3 yds to the TULN 7,0,0,0,1,3,1,10,10,-0.082701913,0.082701913,-0.0032313,4.933555337,4.850853424,0.675961,0.6727297,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
271630,401673462,19,37084,1,1,4,26,1166,Army,13,Tulane,249,Rush,Kanye Udoh run for 2 yds to the TULN 5,0,0,0,1,2,2,7,7,-0.433121457,0.433121457,-0.016958,4.850853424,4.417731966,0.6727297,0.6557717,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271631,401673462,20,37084,1,1,3,48,1128,Army,13,Tulane,249,Rushing Touchdown,Bryson Daily run for 5 yds for a TD (Trey Gronotte KICK),0,0,0,1,5,3,5,5,2.582268034,-2.582268034,0.0900317,4.417731966,7.0,0.6557717,0.7458034,0,0,,,0,0,1,0,0,7,1,0,0,0,3,0,3
271632,401673462,21,37085,1,1,3,41,1121,Tulane,249,Army,13,Kickoff Return (Offense),"Trey Gronotte kickoff for 55 yds , Rayshawn Pleasant return for 24 yds to the TULN 34",0,0,0,0,24,1,10,65,0.81597845,-0.81597845,0.0249195,0.720831751,1.536810201,0.2541966,0.2791161,0,0,,,0,0,1,0,0,0,0,0,1,0,3,0,3
271633,401673462,22,37085,1,1,3,35,1115,Tulane,249,Army,13,Rush,Makhi Hughes run for 2 yds to the TULN 36,0,0,0,1,2,1,10,66,-0.547514393,0.547514393,-0.0207336,1.536810201,0.989295807,0.2791161,0.2583825,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271634,401673462,23,37085,1,1,2,56,1076,Tulane,249,Army,13,Rush,Makhi Hughes run for 1 yd to the TULN 37,0,0,0,1,1,2,8,64,-0.920907572,0.920907572,-0.0305797,0.989295807,0.068388235,0.2583825,0.2278028,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271635,401673462,24,37085,1,1,2,13,1033,Tulane,249,Army,13,Rush,Darian Mensah run for 13 yds to the 50 yard line for a 1ST down,0,0,0,1,13,3,7,63,2.780346095,-2.780346095,0.0851174,0.068388235,2.84873433,0.2278028,0.3129202,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271636,401673462,25,37085,1,1,1,41,1001,Tulane,249,Army,13,Rush,Shaadie Clayton-Johnson run for 2 yds to the ARMY 48,0,0,0,1,2,1,10,50,-0.496571954,0.496571954,-0.0187882,2.84873433,2.352162376,0.3129202,0.294132,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
271637,401673462,26,37085,1,1,0,52,952,Tulane,249,Army,13,Pass Reception,Darian Mensah pass complete to Alex Bauman for 11 yds to the ARMY 37 for a 1ST down,1,1,1,0,11,2,8,48,1.329427095,-1.329427095,0.0480729,2.352162376,3.681589471,0.294132,0.3422049,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271638,401673462,27,37085,1,1,0,0,900,Tulane,249,Army,13,Rush,Shaadie Clayton-Johnson run for 9 yds to the ARMY 28,0,0,0,1,9,1,10,37,0.948211769,-0.948211769,0.0364795,3.681589471,4.62980124,0.3422049,0.3786844,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,3
271639,401673462,27,37085,1,1,0,0,900,Tulane,249,Army,13,End Period,End of 1st Quarter,0,0,0,0,9,0,10,37,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271640,401673462,28,37085,1,2,14,49,889,Tulane,249,Army,13,Rush,Darian Mensah run for 5 yds to the ARMY 23 for a 1ST down,0,0,0,1,5,2,1,28,-0.272555326,0.272555326,-0.0075748,4.627972928,4.355417602,0.3786844,0.3711096,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271641,401673462,29,37085,1,2,14,8,848,Tulane,249,Army,13,Rush,Makhi Hughes run for 12 yds to the ARMY 11 for a 1ST down,0,0,0,1,12,1,10,23,0.419327997,-0.419327997,0.0197991,4.355417602,4.774745598,0.3711096,0.3909087,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,3
271642,401673462,30,37085,1,2,13,24,804,Tulane,249,Army,13,Pass Incompletion,Darian Mensah pass incomplete to Mario Williams,1,1,0,0,0,1,10,11,-0.547296967,0.547296967,-0.0206362,4.774745598,4.227448631,0.3909087,0.3702725,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
271643,401673462,31,37085,1,2,13,14,794,Tulane,249,Army,13,Rush,Makhi Hughes run for 4 yds to the ARMY 7,0,0,0,1,4,2,10,11,-0.526057902,0.526057902,-0.0184622,4.227448631,3.701390729,0.3702725,0.3518103,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271644,401673462,31,37085,1,2,12,45,765,Tulane,249,Army,13,Penalty,"PENALTY TUL False Start (Murphy,Vincent) 5 yards from ARMY07 to ARMY12. NO PLAY.",0,0,0,0,-5,3,6,7,-0.392320611,0.392320611,-0.0153543,3.701390729,3.309070119,0.3518103,0.336456,0,0,False Start,-5,0,0,0,0,0,0,0,0,0,0,3,0,3
271645,401673462,32,37085,1,2,12,16,736,Tulane,249,Army,13,Sack,Darian Mensah sacked by Elo Modozie for a loss of 8 yards to the ARMY 20,1,0,0,0,-8,3,11,12,-1.925800298,1.925800298,-0.0596908,3.266763468,1.34096317,0.336456,0.2767651,1,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271646,401673462,33,37085,1,2,11,44,704,Tulane,249,Army,13,Field Goal Missed,Patrick Durkin 38 yd FG MISSED,0,0,0,0,38,4,19,21,-2.774369915,2.774369915,-0.0529315,1.549615536,-1.22475438,0.2767651,0.2238336,0,0,,,0,0,0,1,0,0,0,0,1,0,3,0,3
271647,401673462,34,37086,1,2,11,39,699,Army,13,Tulane,249,Rush,Noah Short run for 5 yds to the ARMY 25,0,0,0,1,5,1,10,80,0.061291751,-0.061291751,0.0011104,1.22475438,1.286046131,0.7761664,0.7772768,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271648,401673462,35,37086,1,2,10,59,659,Army,13,Tulane,249,Rush,Kanye Udoh run for 72 yds to the TULN 3 for a 1ST down,0,0,0,1,72,2,5,75,4.908944955,-4.908944955,0.1088382,1.286046131,6.194991085,0.7772768,0.886115,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271649,401673462,36,37086,1,2,10,18,618,Army,13,Tulane,249,Rushing Touchdown,Bryson Daily run for 3 yds for a TD (Trey Gronotte KICK),0,0,0,1,3,1,3,3,0.805008915,-0.805008915,0.022102,6.194991085,7.0,0.886115,0.9082169,0,0,,,0,1,1,0,0,7,1,0,0,0,3,0,3
271650,401673462,37,37087,1,2,10,8,608,Tulane,249,Army,13,Kickoff Team Fumble Recovery,"Trey Gronotte kickoff for 62 yds , Rayshawn Pleasant return for 35 yds to the TULN 38 Rayshawn Pleasant fumbled, recovered by TULN Tommy Zitiello",0,0,0,0,35,1,10,65,-4.582206964,4.582206964,-0.0406544,0.458290491,-4.123916473,0.0917831,0.0511287,0,0,,,0,0,1,1,0,0,0,0,0,0,3,0,3
271651,401673462,38,37087,1,2,9,59,599,Army,13,Tulane,249,Rush,Kanye Udoh run for 3 yds to the TULN 35,0,0,0,1,3,1,10,38,-0.31110562,0.31110562,-0.0030151,4.123916473,3.812810852,0.9488713,0.9458562,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271652,401673462,39,37087,1,2,9,17,557,Army,13,Tulane,249,Rush,Noah Short run for 4 yds to the TULN 31,0,0,0,1,4,2,7,35,-0.266716073,0.266716073,-0.0025918,3.812810852,3.546094779,0.9458562,0.9432644,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271653,401673462,40,37087,1,2,8,38,518,Army,13,Tulane,249,Rush,Bryson Daily run for 2 yds to the TULN 29,0,0,0,1,2,3,3,31,-1.179216905,1.179216905,-0.0122759,3.546094779,2.366877875,0.9432644,0.9309885,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271654,401673462,41,37087,1,2,7,59,479,Army,13,Tulane,249,Rush,Bryson Daily run for 2 yds to the TULN 27 for a 1ST down,0,0,0,1,2,4,1,29,1.948552978,-1.948552978,0.0196244,2.366877875,4.315430853,0.9309885,0.9506129,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271655,401673462,42,37087,1,2,7,21,441,Army,13,Tulane,249,Rush,Kanye Udoh run for 2 yds to the TULN 25,0,0,0,1,2,1,10,27,-0.42161845,0.42161845,-0.0030761,4.315430853,3.893812403,0.9506129,0.9475368,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
271656,401673462,43,37087,1,2,6,42,402,Army,13,Tulane,249,Rush,Noah Short run for 14 yds to the TULN 11 for a 1ST down,0,0,0,1,14,2,8,25,0.784695988,-0.784695988,0.0072445,3.893812403,4.678508391,0.9475368,0.9547813,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271657,401673462,44,37087,1,2,5,58,358,Army,13,Tulane,249,Rush,Bryson Daily run for 3 yds to the TULN 8,0,0,0,1,3,1,10,11,-0.359083916,0.359083916,-0.0019644,4.678508391,4.319424475,0.9547813,0.9528169,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
271658,401673462,45,37087,1,2,5,13,313,Army,13,Tulane,249,Rush,Bryson Daily run for 2 yds to the TULN 6,0,0,0,1,2,2,7,8,-0.686255065,0.686255065,-0.0050776,4.319424475,3.633169409,0.9528169,0.9477393,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271659,401673462,46,37087,1,2,4,38,278,Army,13,Tulane,249,Rush,Bryson Daily run for 2 yds to the TULN 4,0,0,0,1,2,3,5,6,-1.273250953,1.273250953,-0.0116171,3.633169409,2.359918457,0.9477393,0.9361222,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271660,401673462,47,37087,1,2,3,59,239,Army,13,Tulane,249,Rush,Tyrell Robinson run for no gain to the TULN 4,0,0,0,1,0,4,3,4,-1.75800391,1.75800391,-0.0121203,2.359918457,0.601914547,0.9361222,0.9240018,0,0,,,0,0,0,1,1,0,0,0,1,0,3,0,3
271661,401673462,48,37088,1,2,3,49,229,Tulane,249,Army,13,Rush,Makhi Hughes run for 9 yds to the TULN 13,0,0,0,1,9,1,10,96,0.878298076,-0.878298076,0.0118917,-0.601914547,0.276383529,0.0759982,0.0878899,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271662,401673462,49,37088,1,2,3,21,201,Tulane,249,Army,13,Rush,Makhi Hughes run for 7 yds to the TULN 20 for a 1ST down,0,0,0,1,7,2,1,87,-0.134310792,0.134310792,-0.0013474,0.276383529,0.142072737,0.0878899,0.0865425,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271663,401673462,50,37088,1,2,2,40,160,Tulane,249,Army,13,Interception Return,Darian Mensah pass intercepted Andon Thomas return for 16 yds to the TULN 21,1,1,0,0,16,1,10,80,-3.847089183,3.847089183,-0.0378319,0.142072737,-3.705016446,0.0865425,0.0487106,0,1,,,0,1,0,1,0,0,0,0,1,0,3,0,3
271664,401673462,51,37089,1,2,2,32,152,Army,13,Tulane,249,Rush,Kanye Udoh run for 2 yds to the TULN 19,0,0,0,1,2,1,10,21,-0.809951831,0.809951831,-0.0095104,3.705016446,2.895064615,0.9512894,0.941779,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271665,401673462,51,37089,1,2,2,0,120,Army,13,Tulane,249,Timeout,"Timeout Army, clock 02:00",0,0,0,0,0,2,8,19,-0.025641122,0.025641122,-0.003236,2.895064615,2.869423493,0.941779,0.9385431,0,0,,,0,0,0,0,0,0,0,0,0,1,3,0,3
271666,401673462,52,37089,1,2,1,54,114,Army,13,Tulane,249,Rush,Bryson Daily run for 11 yds to the TULN 8 for a 1ST down,0,0,0,1,11,2,8,19,1.368812955,-1.368812955,0.0129786,2.869423493,4.238236448,0.9385431,0.9515217,0,0,,,0,0,1,0,0,0,0,0,0,0,2,0,3
271667,401673462,52,37089,1,2,1,51,111,Army,13,Tulane,249,Timeout,"Timeout Tulane, clock 01:51",0,0,0,0,0,1,8,8,-0.010714947,0.010714947,0.0054244,4.238236448,4.227521501,0.9515217,0.956946,0,0,,,0,1,0,0,0,0,0,0,0,0,2,1,3
271668,401673462,53,37089,1,2,1,47,107,Army,13,Tulane,249,Rush,Kanye Udoh run for 1 yd to the TULN 7,0,0,0,1,1,1,8,8,-0.293582113,0.293582113,-0.0022467,4.227521501,3.933939388,0.956946,0.9546993,0,0,,,0,1,0,0,0,0,0,0,0,0,2,0,2
271669,401673462,53,37089,1,2,1,47,107,Army,13,Tulane,249,Timeout,"Timeout Tulane, clock 01:47",0,0,0,0,0,2,7,7,-0.010101309,0.010101309,0.0050878,3.933939388,3.923838079,0.9546993,0.9597871,0,0,,,0,0,0,0,0,0,0,0,0,0,2,1,2
271670,401673462,54,37089,1,2,1,43,103,Army,13,Tulane,249,Rush,Bryson Daily run for 3 yds to the TULN 4,0,0,0,1,3,2,7,7,-0.164028562,0.164028562,-0.001167,3.923838079,3.759809517,0.9597871,0.9586201,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,1
271671,401673462,54,37089,1,2,1,43,103,Army,13,Tulane,249,Timeout,"Timeout Tulane, clock 01:43",0,0,0,0,0,3,4,4,-0.007120233,0.007120233,0.0046631,3.759809517,3.752689284,0.9586201,0.9632832,0,0,,,0,0,0,0,0,0,0,0,0,0,2,1,1
271672,401673462,55,37089,1,2,1,40,100,Army,13,Tulane,249,Rushing Touchdown,Bryson Daily run for 4 yds for a TD (Trey Gronotte KICK),0,0,0,1,4,3,4,4,3.247310716,-3.247310716,0.0129887,3.752689284,7.0,0.9632832,0.976272,0,0,,,0,0,1,0,0,7,1,0,0,0,2,0,0
271673,401673462,56,37090,1,2,1,36,96,Tulane,249,Army,13,Kickoff Return (Offense),"Trey Gronotte kickoff for 37 yds , Alex Bauman return for 12 yds to the TULN 40",0,0,0,0,12,1,10,65,0.438161156,-0.438161156,0.0023016,0.616372076,1.054533232,0.023728,0.0260297,0,0,,,0,0,1,0,0,0,0,0,1,0,2,0,0
271674,401673462,57,37090,1,2,1,25,85,Tulane,249,Army,13,Rush,Darian Mensah run for 8 yds to the TULN 48,0,0,0,1,8,1,10,60,0.310097448,-0.310097448,0.0017925,1.054533232,1.36463068,0.0260297,0.0278222,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,2
271675,401673462,58,37090,1,2,1,3,63,Tulane,249,Army,13,Pass Reception,Darian Mensah pass complete to Makhi Hughes for 10 yds to the ARMY 42 for a 1ST down,1,1,1,0,10,2,2,52,0.219873168,-0.219873168,0.0013109,1.36463068,1.584503848,0.0278222,0.0291331,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,2
271676,401673462,59,37090,1,2,0,54,54,Tulane,249,Army,13,Pass Incompletion,Darian Mensah pass incomplete to Dontae Fleming,1,1,0,0,0,1,10,42,-0.340582617,0.340582617,-0.0019263,1.584503848,1.243921231,0.0291331,0.0272068,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,2
271677,401673462,60,37090,1,2,0,44,44,Tulane,249,Army,13,Passing Touchdown,Darian Mensah pass complete to Mario Williams for 42 yds for a TD (Patrick Durkin KICK),1,1,1,0,42,2,10,42,5.756078769,-5.756078769,0.0310461,1.243921231,7.0,0.0272068,0.0582529,0,0,,,0,0,1,0,0,7,1,0,0,0,0,0,2
271678,401673462,61,37091,1,2,0,41,41,Army,13,Tulane,249,Kickoff Return (Offense),"Patrick Durkin kickoff for 52 yds , Tyrell Robinson return for 12 yds to the ARMY 25",0,0,0,0,12,1,10,65,-0.921713422,0.921713422,,0.921713422,1.078287787,0.9417471,,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,2
271679,401673462,62,37091,1,2,0,0,0,Army,13,Tulane,249,Rush,Jake Rendina run for 4 yds to the ARMY 29,0,0,0,1,4,1,10,75,0.0,0.0,-0.0012194,0.0,1.078287787,0.933324,0.9321046,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,0
271680,401673462,62,37091,1,2,0,0,0,Army,13,Tulane,249,End of Half,End of 2nd Quarter,0,0,0,0,4,0,10,75,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,0
271681,401673462,63,37092,2,3,15,0,1800,Army,13,Tulane,249,Kickoff,Ethan Head kickoff for 65 yds for a touchback,0,0,0,0,0,1,10,65,0.003015751,-0.003015751,0.0001398,1.7209533,1.723969051,0.9321046,0.9322444,0,0,,,0,0,0,0,0,0,0,0,1,0,3,0,3
271682,401673462,64,37092,2,3,14,54,1794,Army,13,Tulane,249,Rush,Kanye Udoh run for 4 yds to the ARMY 29,0,0,0,1,4,1,10,75,-0.135120422,0.135120422,-0.0008521,1.723969051,1.588848629,0.9322444,0.9313922,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271683,401673462,65,37092,2,3,14,13,1753,Army,13,Tulane,249,Rush,Bryson Daily run for 3 yds to the ARMY 32,0,0,0,1,3,2,6,71,-0.267621683,0.267621683,-0.0024674,1.588848629,1.321226946,0.9313922,0.9289248,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271684,401673462,66,37092,2,3,13,33,1713,Army,13,Tulane,249,Rush,Kanye Udoh run for 4 yds to the ARMY 36 for a 1ST down,0,0,0,1,4,3,3,68,1.355380356,-1.355380356,0.0156232,1.321226946,2.676607302,0.9289248,0.944548,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271685,401673462,67,37092,2,3,12,49,1669,Army,13,Tulane,249,Pass Reception,Bryson Daily pass complete to Noah Short for 8 yds to the ARMY 44,1,1,1,0,8,1,10,64,0.843978181,-0.843978181,0.0081382,2.676607302,3.520585483,0.944548,0.9526862,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,3
271686,401673462,68,37092,2,3,12,17,1637,Army,13,Tulane,249,Rush,Kanye Udoh run for 14 yds to the TULN 42 for a 1ST down,0,0,0,1,14,2,2,56,0.540843634,-0.540843634,0.0048231,3.520585483,4.061429117,0.9526862,0.9575093,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271687,401673462,69,37092,2,3,11,40,1600,Army,13,Tulane,249,Rush,Kanye Udoh run for 3 yds to the TULN 39,0,0,0,1,3,1,10,42,-0.27153712,0.27153712,-0.0015461,4.061429117,3.789891997,0.9575093,0.9559633,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
271688,401673462,70,37092,2,3,10,59,1559,Army,13,Tulane,249,Rush,Noah Short run for 2 yds to the TULN 37,0,0,0,1,2,2,7,39,-0.559751725,0.559751725,-0.0039642,3.789891997,3.230140272,0.9559633,0.951999,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271689,401673462,71,37092,2,3,10,10,1510,Army,13,Tulane,249,Rush,Noah Short run for no gain to the TULN 37,0,0,0,1,0,3,5,37,-1.763757749,1.763757749,-0.0170412,3.230140272,1.466382523,0.951999,0.9349578,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
271690,401673462,72,37092,2,3,9,25,1465,Army,13,Tulane,249,Pass Reception,Bryson Daily pass complete to Casey Reynolds for 9 yds to the TULN 28 for a 1ST down,1,1,1,0,9,4,5,37,3.20674448,-3.20674448,0.028828,1.466382523,4.673127003,0.9349578,0.9637858,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
271691,401673462,73,37092,2,3,8,49,1429,Army,13,Tulane,249,Rush,"Bryson Daily run for 21 yds to the TULN 7 for a 1ST down Tulane Penalty, Defensive Offside (Patrick Jenkins) declined for a 1ST down",0,0,0,1,21,1,10,28,0.808308832,-0.808308832,0.005066,4.673127003,5.481435835,0.9637858,0.9688518,0,0,Penalty Declined,0,0,1,1,0,0,0,0,0,0,0,3,0,3
271692,401673462,74,37092,2,3,8,29,1409,Army,13,Tulane,249,Rushing Touchdown,Bryson Daily run for 7 yds for a TD (Trey Gronotte KICK),0,0,0,1,7,1,7,7,1.518564165,-1.518564165,0.0138746,5.481435835,7.0,0.9688518,0.9827264,0,0,,,0,1,1,0,0,7,1,0,0,0,3,0,3
271693,401673462,75,37093,2,3,8,22,1402,Tulane,249,Army,13,Kickoff Return (Offense),"Trey Gronotte kickoff for 54 yds , Rayshawn Pleasant return for 29 yds to the TULN 40",0,0,0,0,29,1,10,65,1.423495063,-1.423495063,0.0062904,-0.365665993,1.05782907,0.0172736,0.023564,0,0,,,0,0,1,0,0,0,0,0,1,0,3,0,3
